GeoFips,MSA,Year,Population,Personal Income,Number Jobs,HPI
42660,"Seattle-Tacoma-Bellevue, WA",2003,3133021,126118257,2002177,116.17
42660,"Seattle-Tacoma-Bellevue, WA",2004,3158967,136639969,2040998,128.2625
42660,"Seattle-Tacoma-Bellevue, WA",2005,3198265,141739127,2099077,147.9875
42660,"Seattle-Tacoma-Bellevue, WA",2006,3257081,156527917,2169876,170.13416666666666
42660,"Seattle-Tacoma-Bellevue, WA",2007,3304467,169749555,2252591,180.16166666666663
42660,"Seattle-Tacoma-Bellevue, WA",2008,3355042,175757426,2272430,167.85083333333333
42660,"Seattle-Tacoma-Bellevue, WA",2009,3414797,164437736,2182713,147.18083333333337
42660,"Seattle-Tacoma-Bellevue, WA",2010,3449241,168310441,2154810,138.075
42660,"Seattle-Tacoma-Bellevue, WA",2011,3503891,179835829,2190360,125.79083333333332
42660,"Seattle-Tacoma-Bellevue, WA",2012,3558829,198375359,2258786,128.61416666666665
42660,"Seattle-Tacoma-Bellevue, WA",2013,3612347,204281077,2313257,145.75833333333338
42660,"Seattle-Tacoma-Bellevue, WA",2014,3675160,223562420,2380336,158.42666666666668
42660,"Seattle-Tacoma-Bellevue, WA",2015,3739654,238160804,2454112,175.18416666666664
42660,"Seattle-Tacoma-Bellevue, WA",2016,3816355,253138461,2527202,196.68500000000003
42660,"Seattle-Tacoma-Bellevue, WA",2017,3885579,271383679,2602894,222.94833333333332
42660,"Seattle-Tacoma-Bellevue, WA",2018,3935179,294409674,2668890,243.625
42660,"Seattle-Tacoma-Bellevue, WA",2019,3979845,310717787,2739330,248.5825
45300,"Tampa-St. Petersburg-Clearwater, FL",2000,2404013,70269016,1447354,96.00833333333334
45300,"Tampa-St. Petersburg-Clearwater, FL",2001,2444015,72647379,1413290,105.74
45300,"Tampa-St. Petersburg-Clearwater, FL",2002,2487445,75158583,1442072,116.6275
45300,"Tampa-St. Petersburg-Clearwater, FL",2003,2529652,79281855,1453478,129.72416666666666
45300,"Tampa-St. Petersburg-Clearwater, FL",2004,2587771,85195097,1507186,150.33416666666662
45300,"Tampa-St. Petersburg-Clearwater, FL",2005,2651580,92116385,1557459,187.62083333333337
45300,"Tampa-St. Petersburg-Clearwater, FL",2006,2699935,98534188,1591049,208.7875
45300,"Tampa-St. Petersburg-Clearwater, FL",2007,2726780,102490200,1608915,193.94916666666668
45300,"Tampa-St. Petersburg-Clearwater, FL",2008,2746981,103345293,1553818,158.84666666666666
45300,"Tampa-St. Petersburg-Clearwater, FL",2009,2763937,100505329,1484482,133.21333333333334
45300,"Tampa-St. Petersburg-Clearwater, FL",2010,2788366,107124316,1464392,124.77916666666664
45300,"Tampa-St. Petersburg-Clearwater, FL",2011,2813269,114571938,1485034,116.31999999999998
45300,"Tampa-St. Petersburg-Clearwater, FL",2012,2843636,114155124,1516827,122.7025
45300,"Tampa-St. Petersburg-Clearwater, FL",2013,2880536,114169041,1558599,137.75166666666664
45300,"Tampa-St. Petersburg-Clearwater, FL",2014,2927395,121324760,1604864,148.18750000000003
45300,"Tampa-St. Petersburg-Clearwater, FL",2015,2983928,128732079,1664585,161.4025
45300,"Tampa-St. Petersburg-Clearwater, FL",2016,3048963,133477350,1709499,178.83416666666668
45300,"Tampa-St. Petersburg-Clearwater, FL",2017,3106922,141265900,1773218,197.64916666666667
45300,"Tampa-St. Petersburg-Clearwater, FL",2018,3154649,149314487,1835600,213.7975
45300,"Tampa-St. Petersburg-Clearwater, FL",2019,3194831,156253370,1886364,227.39166666666668
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,4875923,207537811,3409145,95.46416666666666
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2001,4982993,218153023,3471970,108.14083333333332
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2002,5068667,224073510,3508592,124.31583333333332
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2003,5137498,235840071,3562232,143.33583333333334
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2004,5212772,254762790,3659629,171.7191666666666
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2005,5286683,272956715,3745027,206.91166666666663
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2006,5332180,289483718,3810723,216.1108333333333
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2007,5386334,303577818,3884536,206.6175
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2008,5458415,316569272,3901443,180.87500000000003
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2009,5561253,314209360,3861064,166.80166666666662
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,5678491,331670527,3878945,168.77166666666668
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2011,5782319,355350372,3946247,167.835
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2012,5878942,369822854,3996916,173.29083333333335
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013,5963312,365630308,4052929,187.08166666666668
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2014,6031945,381692068,4106510,194.855
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2015,6093950,401961093,4198656,199.26083333333332
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2016,6149301,417860186,4287414,204.72166666666664
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2017,6211341,432801229,4350846,212.41666666666669
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,6247841,451967783,4434939,220.20999999999995
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,6280487,467176430,4518171,227.2275
