,GeoFips,MSA,Latitude,Longitude
99,17140,Cincinnati OH-KY-IN Metro Area,39.0715286857,-84.4274882204
100,17380,Cleveland MS Micro Area,33.7955389819,-90.88040091020001
101,17420,Cleveland TN Metro Area,35.1345597249,-84.6674098844
102,17980,Columbus GA-AL Metro Area,32.4414364313,-84.9087558767
103,18220,Connersville IN Micro Area,39.6400558465,-85.1787249608
104,18780,Craig CO Micro Area,40.618422220300005,-108.207290604
105,19000,Cullowhee NC Micro Area,35.287537535300004,-83.1408424363
106,40340,Rochester MN Metro Area,43.9560068118,-92.3380886116
107,41540,Salisbury MD-DE Metro Area,38.402205631,-75.4771782725
108,41660,San Angelo TX Metro Area,31.3636636254,-100.67303895399999
111,42020,San Luis Obispo-Paso Robles-Arroyo Grande CA Metro Area,35.3874184835,-120.452196948
112,42180,Santa Isabel PR Micro Area,17.9530033162,-66.3866938243
113,42420,Scottsbluff NE Micro Area,42.1593009515,-103.73820897700001
114,43340,Shreveport-Bossier City LA Metro Area,32.4898790078,-93.6688166364
115,43620,Sioux Falls SD Metro Area,43.4997167274,-96.9900740927
116,45180,Talladega-Sylacauga AL Micro Area,33.1733056657,-86.20399002200001
117,45220,Tallahassee FL Metro Area,30.3867853241,-84.28141109229999
118,45820,Topeka KS Metro Area,39.0438172269,-95.8031337543
119,46140,Tulsa OK Metro Area,36.2504291048,-96.1662594486
120,46540,Utica-Rome NY Metro Area,43.337418418199995,-75.18136348770001
122,47260,Virginia Beach-Norfolk-Newport News VA-NC Metro Area,36.8575062563,-76.37549010949999
123,47300,Visalia-Porterville CA Metro Area,36.220156623600005,-118.80047251399999
129,49700,Yuba City CA Metro Area,39.1553069656,-121.517892654
130,48660,Wichita Falls TX Metro Area,33.7747521785,-98.4913872513
131,48780,Williston ND Micro Area,48.343666705299995,-103.48027709700001
132,49180,Winston-Salem NC Metro Area,36.0766444897,-80.34581310829999
133,39580,Raleigh NC Metro Area,35.757239963,-78.4608601347
134,41940,San Jose-Sunnyvale-Santa Clara CA Metro Area,36.9103083097,-121.376927569
135,41180,St. Louis MO-IL Metro Area,38.735256166199996,-90.3500976259
139,42540,Scranton--Wilkes-Barre--Hazleton PA Metro Area,41.3231845687,-75.8957328886
140,44940,Sumter SC Metro Area,33.9161721803,-80.382316033
141,44180,Springfield MO Metro Area,37.361670227800005,-93.1770742429
142,44420,Staunton-Waynesboro VA Metro Area,38.1628692204,-79.1289215613
143,45300,Tampa-St. Petersburg-Clearwater FL Metro Area,28.125538835300002,-82.4640394105
144,45660,Tiffin OH Micro Area,41.1238795774,-83.1277054408
145,46380,Ukiah CA Micro Area,39.4336238198,-123.43155390700001
147,47020,Victoria TX Metro Area,28.7279424502,-97.1950258263
148,47540,Wapakoneta OH Micro Area,40.5609112969,-84.22173871529999
153,48900,Wilmington NC Metro Area,34.4285037769,-77.8825062979
154,34980,Nashville-Davidson--Murfreesboro--Franklin TN Metro Area,36.0890928965,-86.7244380257
157,35740,Norfolk NE Micro Area,42.0435487179,-97.4902696814
159,37260,Palatka FL Micro Area,29.6086348478,-81.7443041287
160,37900,Peoria IL Metro Area,40.7891538765,-89.5158934755
161,38900,Portland-Vancouver-Hillsboro OR-WA Metro Area,45.5983659096,-122.47828579700001
162,10580,Albany-Schenectady-Troy NY Metro Area,42.788504251300004,-73.9419735086
163,19620,Del Rio TX Micro Area,29.8929601366,-101.15171519799999
165,20060,Douglas GA Micro Area,31.549271794699997,-82.8492009827
166,20260,Duluth MN-WI Metro Area,47.318437834300006,-92.3928273116
168,31620,Magnolia AR Micro Area,33.214287198200005,-93.2273086888
169,32300,Martinsville VA Micro Area,36.682769502199996,-79.8736651719
170,32540,McAlester OK Micro Area,34.9239133362,-95.7483993151
171,12060,Atlanta-Sandy Springs-Roswell GA Metro Area,33.6928142186,-84.3996121119
172,12420,Austin-Round Rock TX Metro Area,30.2626090242,-97.65444655389999
173,14720,Breckenridge CO Micro Area,39.634170806,-106.11637913700001
174,15340,Bucyrus OH Micro Area,40.8507725735,-82.9197777024
175,16820,Charlottesville VA Metro Area,37.8521134002,-78.57625598060001
178,18020,Columbus IN Metro Area,39.2059705721,-85.8976029732
182,19540,Decatur IN Micro Area,40.745659931300004,-84.9366547189
183,16140,Carroll IA Micro Area,42.036238222899996,-94.8605592807
184,21860,Fairmont MN Micro Area,43.6743620904,-94.5510703297
186,21780,Evansville IN-KY Metro Area,37.9711078641,-87.5790832911
187,22220,Fayetteville-Springdale-Rogers AR-MO Metro Area,36.1961831456,-94.1215716752
188,23540,Gainesville FL Metro Area,29.6884614174,-82.4765110397
189,25860,Hickory-Lenoir-Morganton NC Metro Area,35.8129037685,-81.4542840882
190,27140,Jackson MS Metro Area,32.3170255493,-90.22047211110001
191,27180,Jackson TN Metro Area,35.6095315029,-88.85288858770001
193,29200,Lafayette-West Lafayette IN Metro Area,40.5143289644,-86.9295545593
196,37340,Palm Bay-Melbourne-Titusville FL Metro Area,28.3003141421,-80.7012054833
197,38300,Pittsburgh PA Metro Area,40.439015226500004,-79.8309595593
198,38540,Pocatello ID Metro Area,42.6684852128,-112.224618777
199,10740,Albuquerque NM Metro Area,35.122290071,-106.471583636
200,10780,Alexandria LA Metro Area,31.3305506954,-92.54185746969999
201,11180,Ames IA Metro Area,42.036241492399995,-93.46504476540001
207,31080,Los Angeles-Long Beach-Anaheim CA Metro Area,34.1117556804,-118.180765175
208,31380,Macomb IL Micro Area,40.4562114156,-90.6779102065
209,31420,Macon-Bibb County GA Metro Area,32.857694884699995,-83.7149068658
210,31680,Malvern AR Micro Area,34.3176346814,-92.9460050817
212,32260,Marshalltown IA Micro Area,42.0358492263,-92.99877134629999
213,32820,Memphis TN-MS-AR Metro Area,35.007674398,-89.81524627809999
214,33260,Midland TX Metro Area,32.0897536667,-101.991015803
215,33940,Montrose CO Micro Area,38.4021560325,-108.269451135
216,22180,Fayetteville NC Metro Area,35.037022043,-78.9803368298
217,22380,Flagstaff AZ Metro Area,35.8387309403,-111.77051324899999
219,23820,Gardnerville Ranchos NV Micro Area,38.9122413956,-119.61637201799999
220,24540,Greeley CO Metro Area,40.5548298992,-104.392531358
221,24580,Green Bay WI Metro Area,44.6988213646,-87.8250797521
222,25100,Guymon OK Micro Area,36.747912252,-101.490012423
223,25180,Hagerstown-Martinsburg MD-WV Metro Area,39.5468368759,-77.9009269029
225,26380,Houma-Thibodaux LA Metro Area,29.404887666399997,-90.65750662379999
228,39860,Red Wing MN Micro Area,44.4098464155,-92.7225906383
229,40860,Rutland VT Micro Area,43.580091573800004,-73.0366087447
230,41060,St. Cloud MN Metro Area,45.5858916045,-94.4720313685
233,41400,Salem OH Micro Area,40.7684277481,-80.77718656020001
234,42100,Santa Cruz-Watsonville CA Metro Area,37.0216059108,-122.00978740299999
235,43300,Sherman-Denison TX Metro Area,33.626808554,-96.67772538850001
236,44900,Summerville GA Micro Area,34.475015260700005,-85.3452913609
237,43780,South Bend-Mishawaka IN-MI Metro Area,41.7736274235,-86.1341473042
239,45780,Toledo OH Metro Area,41.5405886646,-83.69338639600001
241,48220,Weatherford OK Micro Area,35.6388619585,-99.001499445
242,48260,Weirton-Steubenville WV-OH Metro Area,40.3880360623,-80.7042608221
243,48300,Wenatchee WA Metro Area,47.818479114700004,-120.265588146
246,13140,Beaumont-Port Arthur TX Metro Area,30.2778468741,-94.071820821
247,14100,Bloomsburg-Berwick PA Metro Area,41.044247242800004,-76.45900770739999
248,14740,Bremerton-Silverdale WA Metro Area,47.6396466246,-122.649176385
249,15580,Butte-Silver Bow MT Micro Area,45.9024044497,-112.65671346799999
250,16300,Cedar Rapids IA Metro Area,42.0914723109,-91.6313309708
251,16660,Charleston-Mattoon IL Micro Area,39.4205312104,-88.2292288365
256,17900,Columbia SC Metro Area,34.0917516049,-81.04245717939999
257,48500,West Point MS Micro Area,33.6556666121,-88.78157616690001
258,40060,Richmond VA Metro Area,37.4617806188,-77.4730375721
259,40260,Roanoke Rapids NC Micro Area,36.3264242707,-77.5420347449
260,41900,San Germán PR Metro Area,18.030034821199997,-67.1010431786
263,41620,Salt Lake City UT Metro Area,40.4705758127,-113.010507455
264,42220,Santa Rosa CA Metro Area,38.5252925745,-122.922544655
265,42340,Savannah GA Metro Area,32.106865661,-81.2713504294
266,43760,Sonora CA Micro Area,38.0276014047,-119.95475358
267,44500,Stephenville TX Micro Area,32.23625867,-98.2179667085
268,45380,Taylorville IL Micro Area,39.5458317536,-89.27725431420001
269,46020,Truckee-Grass Valley CA Micro Area,39.3013695789,-120.768752115
271,46620,Uvalde TX Micro Area,29.3573361783,-99.7622052768
272,46900,Vernon TX Micro Area,34.0807261331,-99.2410547627
273,47420,Wahpeton ND-MN Micro Area,46.2962959074,-96.7839782416
277,35940,Norwalk OH Micro Area,41.1461539274,-82.5984082765
278,36460,Olean NY Micro Area,42.2486331385,-78.6788502937
280,38060,Phoenix-Mesa-Scottsdale AZ Metro Area,33.1857117164,-112.07050477799999
283,10380,Aguadilla-Isabela PR Metro Area,18.3592840178,-67.0010610979
285,10420,Akron OH Metro Area,41.1487307158,-81.3495341087
286,10980,Alpena MI Micro Area,45.03110750689999,-83.1652010912
288,11380,Andrews TX Micro Area,32.3050356596,-102.637815121
289,20140,Dublin GA Micro Area,32.5285848275,-82.8506622382
290,30700,Lincoln NE Metro Area,40.819919109299995,-96.8708162332
291,30940,London KY Micro Area,36.921183918800004,-84.0472438307
293,32280,Martin TN Micro Area,36.2983026848,-88.7177438497
294,32500,Maysville KY Micro Area,38.5951729907,-83.8242451541
296,33660,Mobile AL Metro Area,30.6851516211,-88.1975233535
297,21220,Elko NV Micro Area,40.921756046999995,-115.533325547
298,21700,Eureka-Arcata-Fortuna CA Micro Area,40.7050090829,-123.915819446
299,22800,Fort Madison-Keokuk IA-IL-MO Micro Area,40.474574428800004,-91.41309881139999
300,26420,Houston-The Woodlands-Sugar Land TX Metro Area,29.750006824,-95.35403601120001
301,26580,Huntington-Ashland WV-KY-OH Metro Area,38.3813725331,-82.379127164
302,26620,Huntsville AL Metro Area,34.7831896837,-86.73464421979999
306,27860,Jonesboro AR Metro Area,35.6981903065,-90.64838536299999
307,27900,Joplin MO Metro Area,37.056543127800005,-94.3399350935
308,28100,Kankakee IL Metro Area,41.1377186034,-87.8618318864
309,29500,Lamesa TX Micro Area,32.7425260993,-101.947684441
314,14540,Bowling Green KY Metro Area,37.0386866262,-86.40706192799999
316,16740,Charlotte-Concord-Gastonia NC-SC Metro Area,35.1887605232,-80.8670055087
317,16860,Chattanooga TN-GA Metro Area,35.051982843699996,-85.3591288353
319,18500,Corning NY Micro Area,42.267809005,-77.3838032543
320,37800,Pella IA Micro Area,41.3344518776,-93.0994371546
323,36980,Owensboro KY Metro Area,37.6996527981,-87.06947475700001
324,37140,Paducah KY-IL Micro Area,37.1379543018,-88.67202751090001
325,37860,Pensacola-Ferry Pass-Brent FL Metro Area,30.6593962289,-87.15627195629999
327,37740,Payson AZ Micro Area,33.7997498678,-110.811737097
328,38580,Point Pleasant WV-OH Micro Area,38.7980099631,-82.17597657
329,38940,Port St. Lucie FL Metro Area,27.224658613699997,-80.420996562
331,10660,Albert Lea MN Micro Area,43.673844180299994,-93.3488158578
333,10820,Alexandria MN Micro Area,45.933716334799996,-95.45352368100001
334,11020,Altoona PA Metro Area,40.4809952692,-78.3486041534
335,11740,Ashland OH Micro Area,40.8460241928,-82.2706927711
336,31140,Louisville/Jefferson County KY-IN Metro Area,38.3367495241,-85.6708485878
337,32420,Mayagüez PR Metro Area,18.1811572485,-67.5855503222
339,12140,Auburn IN Micro Area,41.3975800161,-84.999084282
340,12380,Austin MN Micro Area,43.6714700417,-92.7525135871
342,13180,Beaver Dam WI Micro Area,43.41629505229999,-88.7075067349
343,13300,Beeville TX Micro Area,28.417393229,-97.74119013020001
344,13980,Blacksburg-Christiansburg-Radford VA Metro Area,37.1208572603,-80.5329120826
346,14260,Boise City ID Metro Area,43.0160141626,-116.143242087
347,15780,Camden AR Micro Area,33.5770798494,-92.7073489574
348,16460,Centralia IL Micro Area,38.6495890499,-88.91897555979999
353,18140,Columbus OH Metro Area,39.968130833800004,-82.8367814792
354,19180,Danville IL Metro Area,40.183412268299996,-87.7328172109
355,19220,Danville KY Micro Area,37.5149612888,-84.7334811991
356,19300,Daphne-Fairhope-Foley AL Metro Area,30.6609696648,-87.7498400784
357,19460,Decatur AL Metro Area,34.490635671199996,-87.10263585290001
358,33500,Minot ND Micro Area,48.3188502968,-101.207719731
359,34100,Morristown TN Metro Area,36.110667195,-83.3817865258
361,34460,Mount Sterling KY Micro Area,38.0520258373,-83.7489238752
362,21020,Elizabeth City NC Micro Area,36.2594042316,-76.2757574822
364,21380,Emporia KS Micro Area,38.4561871377,-96.15263975020001
365,21740,Evanston WY Micro Area,41.287491921,-110.54756169299999
366,22500,Florence SC Metro Area,34.1520277004,-79.8084581643
367,23380,Fremont OH Micro Area,41.3574164268,-83.1439156901
368,23420,Fresno CA Metro Area,36.7581801249,-119.649322635
372,26740,Hutchinson KS Micro Area,37.9529528689,-98.08600664629999
373,28260,Kearney NE Micro Area,40.7349483538,-99.0311737957
374,28780,Kingsville TX Micro Area,27.107600869499997,-97.6479579601
377,40380,Rochester NY Metro Area,43.149075562200004,-77.5220730181
379,40140,Riverside-San Bernardino-Ontario CA Metro Area,34.5516822688,-116.129731742
380,40700,Roseburg OR Micro Area,43.2853462355,-123.17955686299999
384,41700,San Antonio-New Braunfels TX Metro Area,29.4287639977,-98.60226373569999
388,43320,Show Low AZ Micro Area,35.399539354299996,-110.321402929
390,43460,Sikeston MO Micro Area,37.053046016399996,-89.5685146862
391,43740,Somerset PA Micro Area,39.9724398253,-79.0282722628
392,43900,Spartanburg SC Metro Area,34.8378865126,-81.847521408
394,46100,Tullahoma-Manchester TN Micro Area,35.297948367800004,-86.1160008118
396,49660,Youngstown-Warren-Boardman OH-PA Metro Area,41.237805553200005,-80.5676322008
397,49020,Winchester VA-WV Metro Area,39.2721676644,-78.4738969525
398,34820,Myrtle Beach-Conway-North Myrtle Beach SC-NC Metro Area,33.9658254962,-78.63477220930001
403,35900,North Wilkesboro NC Micro Area,36.2062757626,-81.1633856617
404,36220,Odessa TX Metro Area,31.8691725205,-102.54274919299999
408,37780,Pecos TX Micro Area,31.3231861567,-103.693167266
410,39020,Portsmouth OH Micro Area,38.8039619415,-82.9928310247
412,30880,Logan WV Micro Area,37.8315338847,-81.9353404842
414,31580,Madisonville KY Micro Area,37.3088201365,-87.54084213700001
415,32020,Marion OH Micro Area,40.5871910049,-83.16087120569999
416,12620,Bangor ME Metro Area,45.4005123213,-68.6494281289
418,14140,Bluefield WV-VA Micro Area,37.2507008942,-81.3593087852
419,14340,Boone IA Micro Area,42.0365026335,-93.93163708770001
422,15740,Cambridge OH Micro Area,40.052053649,-81.49425622140001
423,16020,Cape Girardeau MO-IL Metro Area,37.3244935138,-89.76984084290001
426,18580,Corpus Christi TX Metro Area,27.8928383609,-97.4012645011
428,19340,Davenport-Moline-Rock Island IA-IL Metro Area,41.3968812081,-90.4659219593
429,21640,Eufaula AL-GA Micro Area,31.8692606362,-85.3367540242
431,21060,Elizabethtown-Fort Knox KY Metro Area,37.7377402694,-85.9738866032
432,22280,Fernley NV Micro Area,39.0203977152,-119.189196841
433,22620,Forrest City AR Micro Area,35.0220054121,-90.7477853851
434,23240,Fredericksburg TX Micro Area,30.318054804699997,-98.94648001590001
435,23860,Georgetown SC Micro Area,33.4128250534,-79.29919793
436,24820,Greenville OH Micro Area,40.133223975300005,-84.61931913640001
437,25060,Gulfport-Biloxi-Pascagoula MS Metro Area,30.430223757399997,-88.98021957280001
439,26660,Huntsville TX Micro Area,30.9041418966,-95.3661201059
440,27940,Juneau AK Micro Area,58.4439351761,-134.230339191
441,28300,Keene NH Micro Area,42.9193314277,-72.2511752725
442,29180,Lafayette LA Metro Area,29.955757966100002,-92.04482996889999
444,11900,Athens OH Micro Area,39.3338632113,-82.045128893
449,42700,Sebring FL Metro Area,27.3433797346,-81.3410379058
450,44860,Sulphur Springs TX Micro Area,33.1495559011,-95.56395016450001
451,43220,Shelton WA Micro Area,47.350535136800005,-123.183009774
452,48060,Watertown-Fort Drum NY Metro Area,43.99886169689999,-76.0520686603
453,47700,Warsaw IN Micro Area,41.244097338,-85.8607176828
455,48020,Watertown-Fort Atkinson WI Micro Area,43.0208142462,-88.7758658266
460,41760,Sandpoint ID Micro Area,48.3000250033,-116.601061373
462,42200,Santa Maria-Santa Barbara CA Metro Area,34.5383440862,-120.03078618299999
463,42620,Searcy AR Micro Area,35.2562740851,-91.7455505642
464,43060,Shawnee OK Micro Area,35.206721321799996,-96.9483009595
465,43260,Sheridan WY Micro Area,44.789989275500005,-106.879383134
466,44220,Springfield OH Metro Area,39.9167779156,-83.7838897267
467,44460,Steamboat Springs CO Micro Area,40.485067942600004,-106.991193188
468,44740,Storm Lake IA Micro Area,42.7354936212,-95.15114885860001
469,45460,Terre Haute IN Metro Area,39.3919082513,-87.3439932766
470,47220,Vineland-Bridgeton NJ Metro Area,39.3280985807,-75.1293182688
473,34220,Moultrie GA Micro Area,31.188390466799998,-83.7688482856
474,34340,Mount Airy NC Micro Area,36.414820556100004,-80.6880779275
475,22660,Fort Collins CO Metro Area,40.6664172248,-105.46114445200001
476,22900,Fort Smith AR-OK Metro Area,35.1904910188,-94.56608255379999
477,24060,Glenwood Springs CO Micro Area,39.505021096,-107.66037767899999
478,24260,Grand Island NE Metro Area,41.0331746182,-98.2795488911
479,24860,Greenville-Anderson-Mauldin SC Metro Area,34.6851053704,-82.4138422964
480,24940,Greenwood SC Micro Area,34.1899628743,-82.3009982854
481,25300,Hannibal MO Micro Area,39.6611663306,-91.5701487974
482,25500,Harrisonburg VA Metro Area,38.5104987132,-78.8757063333
483,25980,Hinesville GA Metro Area,31.7853095494,-81.5723870999
484,26460,Hudson NY Micro Area,42.2500701159,-73.63187050270001
485,26780,Hutchinson MN Micro Area,44.82354393560001,-94.2724202275
487,27380,Jacksonville TX Micro Area,31.8369546469,-95.1651831384
488,27620,Jefferson City MO Metro Area,38.6398128145,-92.09169258809999
490,28420,Kennewick-Richland WA Metro Area,46.363562471099996,-119.254266326
491,29820,Las Vegas-Henderson-Paradise NV Metro Area,36.2151963092,-115.013561059
494,13820,Birmingham-Hoover AL Metro Area,33.463840887399996,-86.81386802870001
498,16700,Charleston-North Charleston SC Metro Area,33.0165093631,-80.0105863323
499,18820,Crawfordsville IN Micro Area,40.040378524299996,-86.89329979860001
500,19060,Cumberland MD-WV Metro Area,39.531720185,-78.8044200367
502,37220,Pahrump NV Micro Area,38.042381601,-116.471931335
503,39220,Price UT Micro Area,39.6481383656,-110.588798086
504,38500,Plymouth IN Micro Area,41.324848961,-86.2617612927
505,10460,Alamogordo NM Micro Area,32.613144677,-105.74144255200001
507,19860,Dickinson ND Micro Area,46.810680449399996,-102.655128836
509,30420,Lexington NE Micro Area,40.759470165500005,-99.8230305914
510,31540,Madison WI Metro Area,43.0801813579,-89.59222360940001
511,32180,Marshall MO Micro Area,39.1368391025,-93.20185124620001
512,32860,Menomonie WI Micro Area,44.946583993900006,-91.89640360799999
513,33060,Miami OK Micro Area,36.8355109165,-94.81043685450001
514,33780,Monroe MI Metro Area,41.921377523400004,-83.4942863588
515,34380,Mount Pleasant MI Micro Area,43.6406015599,-84.8467965535
516,22100,Farmington MO Micro Area,37.8102830489,-90.4722676018
518,22700,Fort Dodge IA Micro Area,42.427949169099996,-94.1817743703
519,23580,Gainesville GA Metro Area,34.3168900976,-83.81967863979999
520,24660,Greensboro-High Point NC Metro Area,36.0258608034,-79.7916015088
521,24900,Greenwood MS Micro Area,33.4983952902,-90.10641288309999
523,25780,Henderson NC Micro Area,36.3649169333,-78.407928885
526,26700,Huron SD Micro Area,44.4144805031,-98.27810961290001
527,26860,Indiana PA Micro Area,40.6520516435,-79.0875470879
531,28700,Kingsport-Bristol-Bristol TN-VA Metro Area,36.6077736239,-82.4426031847
532,29540,Lancaster PA Metro Area,40.0424384364,-76.2477042675
533,30020,Lawton OK Metro Area,34.5241455218,-98.4347737855
534,34700,Muscatine IA Micro Area,41.4839220537,-91.1127562496
536,35820,North Platte NE Micro Area,41.234346963600004,-100.77566836700001
537,36820,Oskaloosa IA Micro Area,41.3352034594,-92.64090935780001
538,36830,Othello WA Micro Area,46.9833438193,-118.56063306200001
540,38620,Ponca City OK Micro Area,36.8180064034,-97.1439228379
541,38740,Poplar Bluff MO Micro Area,36.716417086199996,-90.4065563831
546,11140,Americus GA Micro Area,32.096402731,-84.2270091446
547,11220,Amsterdam NY Micro Area,42.902281629099996,-74.4396826879
553,32580,McAllen-Edinburg-Mission TX Metro Area,26.396720571,-98.181070506
556,43700,Somerset KY Micro Area,37.1039269004,-84.5771763009
557,44580,Sterling IL Micro Area,41.756264971,-89.9140923799
558,45060,Syracuse NY Metro Area,43.2009650759,-76.0769536103
559,46700,Vallejo-Fairfield CA Metro Area,38.2669191162,-121.940006899
560,47240,Vineyard Haven MA Micro Area,41.3887747362,-70.6987715786
563,47980,Watertown SD Micro Area,44.977852837,-97.1886184227
564,49340,Worcester MA-CT Metro Area,42.2228059901,-71.92739725930001
565,49420,Yakima WA Metro Area,46.4570265087,-120.738490585
569,12780,Bartlesville OK Micro Area,36.7152363231,-95.9043699841
570,13380,Bellingham WA Metro Area,48.829615148500004,-121.87282169299999
571,13500,Bennettsville SC Micro Area,34.602060332600004,-79.6787226225
