MSA,city,state_id,lat,lng,MSA
"St. Anthony, MN",St. Anthony,MN,45.0278,-93.2174,"St. Anthony, MN"
"Presque Isle, ME",Presque Isle,ME,46.6868,-67.9874,"Presque Isle, ME"
"Farmingdale, NY",Farmingdale,NY,40.7328,-73.4465,"Farmingdale, NY"
"Manteno, IL",Manteno,IL,41.2471,-87.8457,"Manteno, IL"
"Lake Mohawk, NJ",Lake Mohawk,NJ,41.015,-74.6639,"Lake Mohawk, NJ"
"Dexter, MO",Dexter,MO,36.7928,-89.9634,"Dexter, MO"
"Delta, CO",Delta,CO,38.756,-108.0772,"Delta, CO"
"Mechanicsburg, PA",Mechanicsburg,PA,40.2115,-77.006,"Mechanicsburg, PA"
"Albion, MI",Albion,MI,42.2478,-84.7572,"Albion, MI"
"Haiku-Pauwela, HI",Haiku-Pauwela,HI,20.9156,-156.3022,"Haiku-Pauwela, HI"
"Skidaway Island, GA",Skidaway Island,GA,31.9372,-81.0449,"Skidaway Island, GA"
"LaSalle, IL",LaSalle,IL,41.3575,-89.0718,"LaSalle, IL"
"Fairfield Glade, TN",Fairfield Glade,TN,36.0028,-84.8711,"Fairfield Glade, TN"
"Waseca, MN",Waseca,MN,44.0826,-93.5025,"Waseca, MN"
"Murphysboro, IL",Murphysboro,IL,37.7679,-89.3321,"Murphysboro, IL"
"Plainedge, NY",Plainedge,NY,40.724,-73.477,"Plainedge, NY"
"Fallston, MD",Fallston,MD,39.5332,-76.4452,"Fallston, MD"
"Triangle, VA",Triangle,VA,38.5483,-77.3195,"Triangle, VA"
"Chester, SC",Chester,SC,34.705,-81.2132,"Chester, SC"
"Derby, CO",Derby,CO,39.8401,-104.9171,"Derby, CO"
"Lacombe, LA",Lacombe,LA,30.3141,-89.9311,"Lacombe, LA"
"Felida, WA",Felida,WA,45.7138,-122.7104,"Felida, WA"
"Summit, WA",Summit,WA,47.1694,-122.3628,"Summit, WA"
"Clinton, MO",Clinton,MO,38.3716,-93.7679,"Clinton, MO"
"Stony Brook University, NY",Stony Brook University,NY,40.9099,-73.1213,"Stony Brook University, NY"
"Lake Arrowhead, CA",Lake Arrowhead,CA,34.2531,-117.1945,"Lake Arrowhead, CA"
"Oakwood, OH",Oakwood,OH,39.7202,-84.1733,"Oakwood, OH"
"Sturgeon Bay, WI",Sturgeon Bay,WI,44.8228,-87.366,"Sturgeon Bay, WI"
"Harrisburg, IL",Harrisburg,IL,37.7373,-88.5457,"Harrisburg, IL"
"Independence, KS",Independence,KS,37.2118,-95.7328,"Independence, KS"
"Forestdale, AL",Forestdale,AL,33.5737,-86.9002,"Forestdale, AL"
"Boonton, NJ",Boonton,NJ,40.9047,-74.4048,"Boonton, NJ"
"Oak Grove, MN",Oak Grove,MN,45.3409,-93.3264,"Oak Grove, MN"
"Harrodsburg, KY",Harrodsburg,KY,37.7654,-84.8474,"Harrodsburg, KY"
"Sheffield Lake, OH",Sheffield Lake,OH,41.4884,-82.0978,"Sheffield Lake, OH"
"Folsom, PA",Folsom,PA,39.8924,-75.3287,"Folsom, PA"
"Cedar Hills, OR",Cedar Hills,OR,45.5047,-122.8051,"Cedar Hills, OR"
"Aledo, TX",Aledo,TX,32.6973,-97.607,"Aledo, TX"
"Sellersburg, IN",Sellersburg,IN,38.4028,-85.7706,"Sellersburg, IN"
"Blanchard, OK",Blanchard,OK,35.1523,-97.6613,"Blanchard, OK"
"Southside, AL",Southside,AL,33.9007,-86.0238,"Southside, AL"
"Whitehouse, TX",Whitehouse,TX,32.2222,-95.2217,"Whitehouse, TX"
"Merrydale, LA",Merrydale,LA,30.4998,-91.1081,"Merrydale, LA"
"Sheffield, AL",Sheffield,AL,34.757,-87.6977,"Sheffield, AL"
"St. Albans, VT",St. Albans,VT,44.8118,-73.0846,"St. Albans, VT"
"Oakland, TN",Oakland,TN,35.2256,-89.5372,"Oakland, TN"
"West Haven-Sylvan, OR",West Haven-Sylvan,OR,45.5164,-122.7654,"West Haven-Sylvan, OR"
"Innsbrook, VA",Innsbrook,VA,37.6552,-77.5775,"Innsbrook, VA"
"Evergreen, CO",Evergreen,CO,39.6349,-105.3356,"Evergreen, CO"
"Logan, WV",Logan,WV,37.8509,-81.9857,"Logan, WV"
"Gresham Park, GA",Gresham Park,GA,33.7053,-84.3155,"Gresham Park, GA"
"Poteau, OK",Poteau,OK,35.043,-94.6357,"Poteau, OK"
"Cabo Rojo, PR",Cabo Rojo,PR,18.0867,-67.1482,"Cabo Rojo, PR"
"New Prague, MN",New Prague,MN,44.5459,-93.5758,"New Prague, MN"
"Woodbury, NY",Woodbury,NY,40.8177,-73.4703,"Woodbury, NY"
"Kodiak, AK",Kodiak,AK,57.7934,-152.406,"Kodiak, AK"
"Aliquippa, PA",Aliquippa,PA,40.6155,-80.2547,"Aliquippa, PA"
"Bridgeport, WV",Bridgeport,WV,39.3036,-80.2477,"Bridgeport, WV"
"Berkeley, MO",Berkeley,MO,38.7439,-90.3361,"Berkeley, MO"
"Riverdale, UT",Riverdale,UT,41.1732,-112.0024,"Riverdale, UT"
"Covington, TN",Covington,TN,35.5661,-89.6482,"Covington, TN"
"Rhinelander, WI",Rhinelander,WI,45.6361,-89.4256,"Rhinelander, WI"
"Ville Platte, LA",Ville Platte,LA,30.6901,-92.2744,"Ville Platte, LA"
"Olmsted Falls, OH",Olmsted Falls,OH,41.3658,-81.9042,"Olmsted Falls, OH"
"Glencoe, IL",Glencoe,IL,42.1347,-87.7641,"Glencoe, IL"
"Orange Park, FL",Orange Park,FL,30.1706,-81.7041,"Orange Park, FL"
"Canal Winchester, OH",Canal Winchester,OH,39.8432,-82.8121,"Canal Winchester, OH"
"Absecon, NJ",Absecon,NJ,39.4228,-74.4944,"Absecon, NJ"
"Glens Falls North, NY",Glens Falls North,NY,43.335,-73.6824,"Glens Falls North, NY"
"Palm Beach, FL",Palm Beach,FL,26.6932,-80.0406,"Palm Beach, FL"
"North Sarasota, FL",North Sarasota,FL,27.3711,-82.5177,"North Sarasota, FL"
"Franklin, PA",Franklin,PA,41.3936,-79.8425,"Franklin, PA"
"Richmond Heights, MO",Richmond Heights,MO,38.6309,-90.3333,"Richmond Heights, MO"
"Oakville, CT",Oakville,CT,41.5923,-73.0858,"Oakville, CT"
"Clanton, AL",Clanton,AL,32.844,-86.623,"Clanton, AL"
"Collingdale, PA",Collingdale,PA,39.9151,-75.2776,"Collingdale, PA"
"Airmont, NY",Airmont,NY,41.0992,-74.099,"Airmont, NY"
"Quakertown, PA",Quakertown,PA,40.4398,-75.3456,"Quakertown, PA"
"Citrus Springs, FL",Citrus Springs,FL,28.9931,-82.4595,"Citrus Springs, FL"
"Villas, NJ",Villas,NJ,39.0158,-74.9349,"Villas, NJ"
"Frankfort Square, IL",Frankfort Square,IL,41.5221,-87.8033,"Frankfort Square, IL"
"West Miami, FL",West Miami,FL,25.7578,-80.2969,"West Miami, FL"
"Wharton, TX",Wharton,TX,29.3138,-96.1044,"Wharton, TX"
"Redlands, CO",Redlands,CO,39.0886,-108.6583,"Redlands, CO"
"New Square, NY",New Square,NY,41.141,-74.0294,"New Square, NY"
"South Kensington, MD",South Kensington,MD,39.0188,-77.0785,"South Kensington, MD"
"Canonsburg, PA",Canonsburg,PA,40.2643,-80.1868,"Canonsburg, PA"
"Edgewood, KY",Edgewood,KY,39.0091,-84.5604,"Edgewood, KY"
"Graham, TX",Graham,TX,33.1017,-98.5778,"Graham, TX"
"New Albany, MS",New Albany,MS,34.4909,-89.0201,"New Albany, MS"
"Clarendon Hills, IL",Clarendon Hills,IL,41.7981,-87.9569,"Clarendon Hills, IL"
"Needles, CA",Needles,CA,34.8164,-114.6189,"Needles, CA"
"Pitman, NJ",Pitman,NJ,39.7335,-75.1306,"Pitman, NJ"
"Rock Falls, IL",Rock Falls,IL,41.7723,-89.6928,"Rock Falls, IL"
"Perkasie, PA",Perkasie,PA,40.3719,-75.292,"Perkasie, PA"
"Clayton, NJ",Clayton,NJ,39.6627,-75.0782,"Clayton, NJ"
"Cortez, CO",Cortez,CO,37.3505,-108.5766,"Cortez, CO"
"Princeton, IN",Princeton,IN,38.3553,-87.5784,"Princeton, IN"
"Olney, IL",Olney,IL,38.7285,-88.0838,"Olney, IL"
"Sanger, TX",Sanger,TX,33.3716,-97.1677,"Sanger, TX"
"Seven Corners, VA",Seven Corners,VA,38.8658,-77.1445,"Seven Corners, VA"
"Cape St. Claire, MD",Cape St. Claire,MD,39.0433,-76.4471,"Cape St. Claire, MD"
"Kirby, TX",Kirby,TX,29.4611,-98.3861,"Kirby, TX"
"Glenwood, IL",Glenwood,IL,41.5409,-87.6116,"Glenwood, IL"
"Dumbarton, VA",Dumbarton,VA,37.613,-77.5065,"Dumbarton, VA"
"Garden City, GA",Garden City,GA,32.0868,-81.1773,"Garden City, GA"
"Crestline, CA",Crestline,CA,34.2486,-117.289,"Crestline, CA"
"Jerseyville, IL",Jerseyville,IL,39.1175,-90.3271,"Jerseyville, IL"
"Thompsonville, CT",Thompsonville,CT,41.9916,-72.5965,"Thompsonville, CT"
"Nevada, MO",Nevada,MO,37.8445,-94.3492,"Nevada, MO"
"Des Peres, MO",Des Peres,MO,38.5973,-90.448,"Des Peres, MO"
"Perryville, MO",Perryville,MO,37.7263,-89.8759,"Perryville, MO"
"Corrales, NM",Corrales,NM,35.2366,-106.6191,"Corrales, NM"
"Fort Knox, KY",Fort Knox,KY,37.8915,-85.9636,"Fort Knox, KY"
"Greenville, RI",Greenville,RI,41.88,-71.5549,"Greenville, RI"
"Park Ridge, NJ",Park Ridge,NJ,41.0353,-74.0423,"Park Ridge, NJ"
"Fern Park, FL",Fern Park,FL,28.6484,-81.3458,"Fern Park, FL"
"Greenbriar, VA",Greenbriar,VA,38.8717,-77.397,"Greenbriar, VA"
"Coral Hills, MD",Coral Hills,MD,38.8709,-76.9234,"Coral Hills, MD"
"Montesano, WA",Montesano,WA,47.0102,-123.5857,"Montesano, WA"
"Pleasant Hill, MO",Pleasant Hill,MO,38.8061,-94.2655,"Pleasant Hill, MO"
"Andalusia, AL",Andalusia,AL,31.3101,-86.4781,"Andalusia, AL"
"Scott, LA",Scott,LA,30.2398,-92.0947,"Scott, LA"
"Incline Village, NV",Incline Village,NV,39.2639,-119.9453,"Incline Village, NV"
"Glenshaw, PA",Glenshaw,PA,40.5391,-79.9735,"Glenshaw, PA"
"Mount Pleasant, IA",Mount Pleasant,IA,40.9625,-91.5452,"Mount Pleasant, IA"
"Cresskill, NJ",Cresskill,NJ,40.9405,-73.9596,"Cresskill, NJ"
"Earlimart, CA",Earlimart,CA,35.8824,-119.2715,"Earlimart, CA"
"Hawthorn Woods, IL",Hawthorn Woods,IL,42.2313,-88.0623,"Hawthorn Woods, IL"
"Hoquiam, WA",Hoquiam,WA,46.9863,-123.9022,"Hoquiam, WA"
"Brigantine, NJ",Brigantine,NJ,39.4138,-74.3787,"Brigantine, NJ"
"Fishersville, VA",Fishersville,VA,38.1005,-78.9687,"Fishersville, VA"
"Swissvale, PA",Swissvale,PA,40.4207,-79.8858,"Swissvale, PA"
"Kings Grant, NC",Kings Grant,NC,34.2665,-77.8659,"Kings Grant, NC"
"Kennedale, TX",Kennedale,TX,32.6434,-97.2173,"Kennedale, TX"
"Matawan, NJ",Matawan,NJ,40.4127,-74.2365,"Matawan, NJ"
"San Sebastián, PR",San Sebastián,PR,18.3356,-66.9949,"San Sebastián, PR"
"Monahans, TX",Monahans,TX,31.6289,-103.0403,"Monahans, TX"
"Audubon, NJ",Audubon,NJ,39.8906,-75.0722,"Audubon, NJ"
"North Madison, OH",North Madison,OH,41.8298,-81.0511,"North Madison, OH"
"Prairie du Sac, WI",Prairie du Sac,WI,43.292,-89.7353,"Prairie du Sac, WI"
"York, SC",York,SC,34.9967,-81.234,"York, SC"
"Salem, UT",Salem,UT,40.054,-111.672,"Salem, UT"
"Hyrum, UT",Hyrum,UT,41.6311,-111.8418,"Hyrum, UT"
"Richlands, VA",Richlands,VA,37.0878,-81.808,"Richlands, VA"
"Ladue, MO",Ladue,MO,38.6378,-90.3815,"Ladue, MO"
"Rockland, ME",Rockland,ME,44.1274,-69.1369,"Rockland, ME"
"Alamo Heights, TX",Alamo Heights,TX,29.4828,-98.4682,"Alamo Heights, TX"
"Reserve, LA",Reserve,LA,30.0741,-90.5557,"Reserve, LA"
"Orting, WA",Orting,WA,47.0966,-122.2111,"Orting, WA"
"Tuba City, AZ",Tuba City,AZ,36.125,-111.2468,"Tuba City, AZ"
"Signal Mountain, TN",Signal Mountain,TN,35.1449,-85.3457,"Signal Mountain, TN"
"Fairmount, CO",Fairmount,CO,39.7931,-105.1712,"Fairmount, CO"
"Riverside, CT",Riverside,CT,41.0319,-73.5827,"Riverside, CT"
"Corning, CA",Corning,CA,39.9282,-122.182,"Corning, CA"
"Orrville, OH",Orrville,OH,40.848,-81.7743,"Orrville, OH"
"Elsmere, KY",Elsmere,KY,38.9949,-84.6017,"Elsmere, KY"
"Farmville, VA",Farmville,VA,37.2959,-78.4002,"Farmville, VA"
"Sheridan, OR",Sheridan,OR,45.096,-123.3983,"Sheridan, OR"
"Sanatoga, PA",Sanatoga,PA,40.2498,-75.5886,"Sanatoga, PA"
"Kalifornsky, AK",Kalifornsky,AK,60.4417,-151.1972,"Kalifornsky, AK"
"Willowbrook, IL",Willowbrook,IL,41.7635,-87.9456,"Willowbrook, IL"
"Springfield, FL",Springfield,FL,30.1713,-85.6089,"Springfield, FL"
"Green Cove Springs, FL",Green Cove Springs,FL,29.9904,-81.6807,"Green Cove Springs, FL"
"White Horse, NJ",White Horse,NJ,40.192,-74.7022,"White Horse, NJ"
"Perry Heights, OH",Perry Heights,OH,40.7977,-81.468,"Perry Heights, OH"
"Lake Villa, IL",Lake Villa,IL,42.4184,-88.0836,"Lake Villa, IL"
"Guntersville, AL",Guntersville,AL,34.367,-86.2638,"Guntersville, AL"
"Montvale, NJ",Montvale,NJ,41.0529,-74.0499,"Montvale, NJ"
"Aspen, CO",Aspen,CO,39.195,-106.8369,"Aspen, CO"
"Ione, CA",Ione,CA,38.3613,-120.9422,"Ione, CA"
"Brooksville, FL",Brooksville,FL,28.5404,-82.3903,"Brooksville, FL"
"Riverside, IL",Riverside,IL,41.831,-87.8169,"Riverside, IL"
"Wyoming, OH",Wyoming,OH,39.2297,-84.4816,"Wyoming, OH"
"West Frankfort, IL",West Frankfort,IL,37.8997,-88.9301,"West Frankfort, IL"
"Indian Harbour Beach, FL",Indian Harbour Beach,FL,28.153,-80.5976,"Indian Harbour Beach, FL"
"Lake Park, FL",Lake Park,FL,26.7998,-80.068,"Lake Park, FL"
"Lucas, TX",Lucas,TX,33.0942,-96.5803,"Lucas, TX"
"Piedmont, OK",Piedmont,OK,35.6784,-97.7528,"Piedmont, OK"
"Franklin, VA",Franklin,VA,36.6831,-76.9386,"Franklin, VA"
"Conover, NC",Conover,NC,35.7155,-81.217,"Conover, NC"
"Wetumpka, AL",Wetumpka,AL,32.5407,-86.2052,"Wetumpka, AL"
"East Grand Forks, MN",East Grand Forks,MN,47.9284,-97.0138,"East Grand Forks, MN"
"Park Hills, MO",Park Hills,MO,37.8211,-90.505,"Park Hills, MO"
"Laurel, MT",Laurel,MT,45.6735,-108.7707,"Laurel, MT"
"Edgemere, MD",Edgemere,MD,39.2273,-76.459,"Edgemere, MD"
"Morrisville, PA",Morrisville,PA,40.2074,-74.78,"Morrisville, PA"
"Rawlins, WY",Rawlins,WY,41.7849,-107.2265,"Rawlins, WY"
"Succasunna, NJ",Succasunna,NJ,40.8507,-74.6596,"Succasunna, NJ"
"Perryton, TX",Perryton,TX,36.393,-100.7976,"Perryton, TX"
"Closter, NJ",Closter,NJ,40.9733,-73.9604,"Closter, NJ"
"St. Johns, MI",St. Johns,MI,43.0005,-84.5555,"St. Johns, MI"
"Terrace Heights, WA",Terrace Heights,WA,46.6024,-120.4482,"Terrace Heights, WA"
"Frostburg, MD",Frostburg,MD,39.6506,-78.9269,"Frostburg, MD"
"Rolesville, NC",Rolesville,NC,35.9224,-78.4656,"Rolesville, NC"
"Booneville, MS",Booneville,MS,34.6643,-88.5684,"Booneville, MS"
"Sallisaw, OK",Sallisaw,OK,35.4605,-94.807,"Sallisaw, OK"
"East York, PA",East York,PA,39.9687,-76.6759,"East York, PA"
"Sitka, AK",Sitka,AK,57.2401,-135.3153,"Sitka, AK"
"Stuttgart, AR",Stuttgart,AR,34.495,-91.5485,"Stuttgart, AR"
"Malverne, NY",Malverne,NY,40.6746,-73.6721,"Malverne, NY"
"Mystic Island, NJ",Mystic Island,NJ,39.5659,-74.3831,"Mystic Island, NJ"
"Willow Street, PA",Willow Street,PA,39.9809,-76.2705,"Willow Street, PA"
"Lansdowne, MD",Lansdowne,MD,39.2365,-76.6659,"Lansdowne, MD"
"Hillsboro, TX",Hillsboro,TX,32.0091,-97.1151,"Hillsboro, TX"
"Summit View, WA",Summit View,WA,47.1343,-122.3468,"Summit View, WA"
"Corona de Tucson, AZ",Corona de Tucson,AZ,31.9495,-110.7836,"Corona de Tucson, AZ"
"Middleton, ID",Middleton,ID,43.7114,-116.6155,"Middleton, ID"
"Tuscumbia, AL",Tuscumbia,AL,34.7204,-87.7035,"Tuscumbia, AL"
"Mason, MI",Mason,MI,42.5806,-84.4427,"Mason, MI"
"Humboldt, TN",Humboldt,TN,35.8254,-88.9043,"Humboldt, TN"
"Helena Valley Southeast, MT",Helena Valley Southeast,MT,46.6175,-111.9186,"Helena Valley Southeast, MT"
"Sunset Hills, MO",Sunset Hills,MO,38.531,-90.4087,"Sunset Hills, MO"
"University of Virginia, VA",University of Virginia,VA,38.0405,-78.5163,"University of Virginia, VA"
"Prien, LA",Prien,LA,30.1601,-93.2611,"Prien, LA"
"Onalaska, TX",Onalaska,TX,30.8209,-95.1111,"Onalaska, TX"
"Pine Lake Park, NJ",Pine Lake Park,NJ,40.0017,-74.2595,"Pine Lake Park, NJ"
"Los Altos Hills, CA",Los Altos Hills,CA,37.3671,-122.139,"Los Altos Hills, CA"
"Santa Clara, UT",Santa Clara,UT,37.1311,-113.6561,"Santa Clara, UT"
"Monticello, IN",Monticello,IN,40.7455,-86.7669,"Monticello, IN"
"Ogden, NC",Ogden,NC,34.2656,-77.7965,"Ogden, NC"
"Lake of the Woods, VA",Lake of the Woods,VA,38.3342,-77.7599,"Lake of the Woods, VA"
"Congers, NY",Congers,NY,41.1484,-73.9456,"Congers, NY"
"Ashland, NJ",Ashland,NJ,39.8782,-75.0085,"Ashland, NJ"
"August, CA",August,CA,37.9797,-121.2625,"August, CA"
"Makaha, HI",Makaha,HI,21.4734,-158.2103,"Makaha, HI"
"Spring Valley Lake, CA",Spring Valley Lake,CA,34.4987,-117.2683,"Spring Valley Lake, CA"
"Bayport, NY",Bayport,NY,40.746,-73.0546,"Bayport, NY"
"Savoy, IL",Savoy,IL,40.06,-88.2552,"Savoy, IL"
"Fair Lakes, VA",Fair Lakes,VA,38.853,-77.3885,"Fair Lakes, VA"
"Tecumseh, MI",Tecumseh,MI,42.0065,-83.945,"Tecumseh, MI"
"North Haledon, NJ",North Haledon,NJ,40.9628,-74.1844,"North Haledon, NJ"
"Paris, IL",Paris,IL,39.6149,-87.6904,"Paris, IL"
"Gaylord, MI",Gaylord,MI,45.0213,-84.6803,"Gaylord, MI"
"Aransas Pass, TX",Aransas Pass,TX,27.8877,-97.1134,"Aransas Pass, TX"
"Carbondale, PA",Carbondale,PA,41.5714,-75.5048,"Carbondale, PA"
"Arab, AL",Arab,AL,34.3309,-86.4991,"Arab, AL"
"Long Branch, VA",Long Branch,VA,38.8302,-77.2713,"Long Branch, VA"
"Fairless Hills, PA",Fairless Hills,PA,40.1784,-74.8524,"Fairless Hills, PA"
"Highland Heights, OH",Highland Heights,OH,41.5518,-81.4691,"Highland Heights, OH"
"Somers, WI",Somers,WI,42.6411,-87.8919,"Somers, WI"
"Charlestown, IN",Charlestown,IN,38.427,-85.6677,"Charlestown, IN"
"Fletcher, NC",Fletcher,NC,35.4316,-82.5038,"Fletcher, NC"
"Druid Hills, GA",Druid Hills,GA,33.7842,-84.3273,"Druid Hills, GA"
"Baxter, MN",Baxter,MN,46.3426,-94.2793,"Baxter, MN"
"Seffner, FL",Seffner,FL,27.9981,-82.2735,"Seffner, FL"
"Millersville, PA",Millersville,PA,40.0047,-76.3522,"Millersville, PA"
"Wimauma, FL",Wimauma,FL,27.6964,-82.3034,"Wimauma, FL"
"Miramar Beach, FL",Miramar Beach,FL,30.3854,-86.3443,"Miramar Beach, FL"
"Hempstead, TX",Hempstead,TX,30.1004,-96.0779,"Hempstead, TX"
"Gulf Hills, MS",Gulf Hills,MS,30.4365,-88.8149,"Gulf Hills, MS"
"Buckhannon, WV",Buckhannon,WV,38.9927,-80.2282,"Buckhannon, WV"
"Kulpsville, PA",Kulpsville,PA,40.244,-75.3407,"Kulpsville, PA"
"Socorro, NM",Socorro,NM,34.0543,-106.9066,"Socorro, NM"
"West Livingston, TX",West Livingston,TX,30.6957,-95.0097,"West Livingston, TX"
"Tallulah, LA",Tallulah,LA,32.4067,-91.1915,"Tallulah, LA"
"Midway City, CA",Midway City,CA,33.7451,-117.9849,"Midway City, CA"
"Orono, MN",Orono,MN,44.9657,-93.5908,"Orono, MN"
"Bath, ME",Bath,ME,43.9346,-69.8346,"Bath, ME"
"Clover, SC",Clover,SC,35.1125,-81.2203,"Clover, SC"
"Bogota, NJ",Bogota,NJ,40.875,-74.0293,"Bogota, NJ"
"Garden City Park, NY",Garden City Park,NY,40.7436,-73.6639,"Garden City Park, NY"
"Petoskey, MI",Petoskey,MI,45.365,-84.9887,"Petoskey, MI"
"Grandview Heights, OH",Grandview Heights,OH,39.9793,-83.0408,"Grandview Heights, OH"
"Harwood Heights, IL",Harwood Heights,IL,41.9663,-87.8057,"Harwood Heights, IL"
"Beaver Falls, PA",Beaver Falls,PA,40.762,-80.3225,"Beaver Falls, PA"
"Tillamook, OR",Tillamook,OR,45.4562,-123.8331,"Tillamook, OR"
"Oak Hills Place, LA",Oak Hills Place,LA,30.369,-91.0887,"Oak Hills Place, LA"
"Westwego, LA",Westwego,LA,29.9058,-90.1434,"Westwego, LA"
"Flowery Branch, GA",Flowery Branch,GA,34.1713,-83.9142,"Flowery Branch, GA"
"St. Joseph, MI",St. Joseph,MI,42.0967,-86.485,"St. Joseph, MI"
"Holly, MI",Holly,MI,42.7987,-83.6235,"Holly, MI"
"Quincy, WA",Quincy,WA,47.2344,-119.8531,"Quincy, WA"
"Larkfield-Wikiup, CA",Larkfield-Wikiup,CA,38.513,-122.7536,"Larkfield-Wikiup, CA"
"Frostproof, FL",Frostproof,FL,27.7493,-81.5252,"Frostproof, FL"
"Dalhart, TX",Dalhart,TX,36.0579,-102.5123,"Dalhart, TX"
"Garrison, MD",Garrison,MD,39.4023,-76.7514,"Garrison, MD"
"Gonzales, CA",Gonzales,CA,36.506,-121.4429,"Gonzales, CA"
"Orosi, CA",Orosi,CA,36.5434,-119.2903,"Orosi, CA"
"Runnemede, NJ",Runnemede,NJ,39.8521,-75.0739,"Runnemede, NJ"
"Bel Aire, KS",Bel Aire,KS,37.7749,-97.2457,"Bel Aire, KS"
"Milton, WA",Milton,WA,47.2522,-122.3156,"Milton, WA"
"Aurora, MO",Aurora,MO,36.9674,-93.7183,"Aurora, MO"
"Firebaugh, CA",Firebaugh,CA,36.8534,-120.4536,"Firebaugh, CA"
"Whitefish, MT",Whitefish,MT,48.4329,-114.3591,"Whitefish, MT"
"Mahtomedi, MN",Mahtomedi,MN,45.0619,-92.966,"Mahtomedi, MN"
"Haledon, NJ",Haledon,NJ,40.9363,-74.1887,"Haledon, NJ"
"West Vero Corridor, FL",West Vero Corridor,FL,27.6378,-80.4855,"West Vero Corridor, FL"
"Floris, VA",Floris,VA,38.9347,-77.4083,"Floris, VA"
"Savannah, TN",Savannah,TN,35.221,-88.236,"Savannah, TN"
"Dormont, PA",Dormont,PA,40.3941,-80.0377,"Dormont, PA"
"Mount Joy, PA",Mount Joy,PA,40.1105,-76.5065,"Mount Joy, PA"
"McRae-Helena, GA",McRae-Helena,GA,32.0635,-82.8968,"McRae-Helena, GA"
"Trinidad, CO",Trinidad,CO,37.175,-104.4908,"Trinidad, CO"
"Kenton, OH",Kenton,OH,40.6448,-83.6095,"Kenton, OH"
"Carl Junction, MO",Carl Junction,MO,37.1668,-94.5468,"Carl Junction, MO"
"Alondra Park, CA",Alondra Park,CA,33.8885,-118.335,"Alondra Park, CA"
"Southeast Arcadia, FL",Southeast Arcadia,FL,27.1862,-81.8521,"Southeast Arcadia, FL"
"Paw Paw, MI",Paw Paw,MI,42.2147,-85.8918,"Paw Paw, MI"
"Lake City, SC",Lake City,SC,33.8676,-79.7533,"Lake City, SC"
"Colorado City, AZ",Colorado City,AZ,36.9774,-112.983,"Colorado City, AZ"
"Oak Grove, MO",Oak Grove,MO,39.0077,-94.1283,"Oak Grove, MO"
"Moundsville, WV",Moundsville,WV,39.9221,-80.7422,"Moundsville, WV"
"Cumberland Hill, RI",Cumberland Hill,RI,41.9736,-71.4605,"Cumberland Hill, RI"
"Four Corners, MD",Four Corners,MD,39.0235,-77.0102,"Four Corners, MD"
"Montecito, CA",Montecito,CA,34.4382,-119.6286,"Montecito, CA"
"Denison, IA",Denison,IA,42.016,-95.3528,"Denison, IA"
"Locust Grove, GA",Locust Grove,GA,33.3442,-84.1071,"Locust Grove, GA"
"Half Moon, NC",Half Moon,NC,34.8298,-77.4591,"Half Moon, NC"
"Lugoff, SC",Lugoff,SC,34.2216,-80.6849,"Lugoff, SC"
"Fort Mitchell, KY",Fort Mitchell,KY,39.0459,-84.5563,"Fort Mitchell, KY"
"Manhattan, IL",Manhattan,IL,41.4274,-87.9805,"Manhattan, IL"
"North Weeki Wachee, FL",North Weeki Wachee,FL,28.5591,-82.5537,"North Weeki Wachee, FL"
"Mammoth Lakes, CA",Mammoth Lakes,CA,37.6273,-118.99,"Mammoth Lakes, CA"
"Johnstown, NY",Johnstown,NY,43.0073,-74.3755,"Johnstown, NY"
"Spotswood, NJ",Spotswood,NJ,40.3949,-74.392,"Spotswood, NJ"
"Waynesburg, PA",Waynesburg,PA,39.8983,-80.1855,"Waynesburg, PA"
"Thomson, GA",Thomson,GA,33.4666,-82.4992,"Thomson, GA"
"Irondale, GA",Irondale,GA,33.4773,-84.36,"Irondale, GA"
"Westlake Village, CA",Westlake Village,CA,34.1369,-118.822,"Westlake Village, CA"
"Castle Shannon, PA",Castle Shannon,PA,40.3664,-80.0194,"Castle Shannon, PA"
"Chester, IL",Chester,IL,37.9199,-89.8259,"Chester, IL"
"Cheviot, OH",Cheviot,OH,39.1577,-84.6139,"Cheviot, OH"
"Napoleon, OH",Napoleon,OH,41.3978,-84.1244,"Napoleon, OH"
"Upper Saddle River, NJ",Upper Saddle River,NJ,41.0633,-74.0986,"Upper Saddle River, NJ"
"Mahopac, NY",Mahopac,NY,41.3684,-73.7401,"Mahopac, NY"
"Temperance, MI",Temperance,MI,41.7653,-83.5755,"Temperance, MI"
"Oberlin, OH",Oberlin,OH,41.2857,-82.2197,"Oberlin, OH"
"Twin Lakes, CO",Twin Lakes,CO,39.8229,-105.0036,"Twin Lakes, CO"
"Lake Norman of Catawba, NC",Lake Norman of Catawba,NC,35.5995,-80.984,"Lake Norman of Catawba, NC"
"Jefferson City, TN",Jefferson City,TN,36.1197,-83.4838,"Jefferson City, TN"
"Country Club Estates, GA",Country Club Estates,GA,31.2113,-81.4622,"Country Club Estates, GA"
"Kenilworth, NJ",Kenilworth,NJ,40.6781,-74.2889,"Kenilworth, NJ"
"Ellsworth, ME",Ellsworth,ME,44.5847,-68.4875,"Ellsworth, ME"
